Fiscal Year,Region,Age Group,Race Ethnicity,Gender,Alleged Victims in Initial Investigation,Alleged Victims in Repeat Investigation,Recidivism
2015,Out of State,18-64 with Disability,Anglo,Female,5,2,0.4
2015,Out of State,18-64 with Disability,Anglo,Male,2,0,0
2015,Out of State,18-64 with Disability,Hispanic,Female,3,0,0
2015,Out of State,18-64 with Disability,Hispanic,Male,1,0,0
2015,Out of State,65 and Older,African American,Female,2,1,0.5
2015,Out of State,65 and Older,African American,Male,2,2,1
2015,Out of State,65 and Older,Anglo,Female,9,2,0.22222
2015,Out of State,65 and Older,Anglo,Male,10,2,0.2
2015,Out of State,65 and Older,Asian,Female,1,0,0
2015,Out of State,65 and Older,Hispanic,Female,3,0,0
2015,Out of State,65 and Older,Hispanic,Male,4,0,0
2015,Out of State,65 and Older,Other,Female,2,0,0
2015,Out of State,65 and Older,Other,Male,1,0,0
2015,None Specified,18-64 with Disability,African American,Female,1,1,1
2015,None Specified,18-64 with Disability,African American,Male,1,0,0
2015,None Specified,65 and Older,Anglo,Female,1,0,0
2014,1-Lubbock,18-64 with Disability,African American,Female,242,89,0.36777
2014,1-Lubbock,18-64 with Disability,African American,Male,159,43,0.27044
2014,1-Lubbock,18-64 with Disability,Anglo,Female,531,121,0.22787
2014,1-Lubbock,18-64 with Disability,Anglo,Male,384,79,0.20573
2014,1-Lubbock,18-64 with Disability,Anglo,Unknown,3,1,0.33333
2014,1-Lubbock,18-64 with Disability,Asian,Female,2,0,0
2014,1-Lubbock,18-64 with Disability,Asian,Male,3,1,0.33333
2014,1-Lubbock,18-64 with Disability,Hispanic,Female,273,76,0.27839
2014,1-Lubbock,18-64 with Disability,Hispanic,Male,268,74,0.27612
2014,1-Lubbock,18-64 with Disability,Native American,Female,9,3,0.33333
2014,1-Lubbock,18-64 with Disability,Native American,Male,4,1,0.25
2014,1-Lubbock,18-64 with Disability,Other,Female,55,5,0.09091
2014,1-Lubbock,18-64 with Disability,Other,Male,43,5,0.11628
2014,1-Lubbock,18-64 with Disability,Other,Unknown,4,1,0.25
2014,1-Lubbock,65 and Older,African American,Female,154,52,0.33766
2014,1-Lubbock,65 and Older,African American,Male,109,28,0.25688
2014,1-Lubbock,65 and Older,Anglo,Female,791,162,0.2048
2014,1-Lubbock,65 and Older,Anglo,Male,524,109,0.20802
2014,1-Lubbock,65 and Older,Anglo,Unknown,10,1,0.1
2014,1-Lubbock,65 and Older,Asian,Female,1,0,0
2014,1-Lubbock,65 and Older,Asian,Male,1,0,0
2014,1-Lubbock,65 and Older,Hispanic,Female,386,83,0.21503
2014,1-Lubbock,65 and Older,Hispanic,Male,259,42,0.16216
2014,1-Lubbock,65 and Older,Hispanic,Unknown,2,0,0
2014,1-Lubbock,65 and Older,Native American,Female,3,0,0
2014,1-Lubbock,65 and Older,Native American,Male,4,1,0.25
2014,1-Lubbock,65 and Older,Other,Female,72,6,0.08333
2014,1-Lubbock,65 and Older,Other,Male,48,5,0.10417
2014,1-Lubbock,65 and Older,Other,Unknown,4,0,0
2014,1-Lubbock,Under 18,Other,Female,1,1,1
2014,2-Abilene,18-64 with Disability,African American,Female,148,38,0.25676
2014,2-Abilene,18-64 with Disability,African American,Male,132,31,0.23485
2014,2-Abilene,18-64 with Disability,Anglo,Female,783,165,0.21073
2014,2-Abilene,18-64 with Disability,Anglo,Male,592,125,0.21115
2014,2-Abilene,18-64 with Disability,Anglo,Unknown,2,0,0
2014,2-Abilene,18-64 with Disability,Asian,Female,1,0,0
2014,2-Abilene,18-64 with Disability,Hispanic,Female,109,13,0.11927
2014,2-Abilene,18-64 with Disability,Hispanic,Male,113,16,0.14159
2014,2-Abilene,18-64 with Disability,Native American,Female,6,2,0.33333
2014,2-Abilene,18-64 with Disability,Native American,Male,2,0,0
2014,2-Abilene,18-64 with Disability,Other,Female,57,5,0.08772
2014,2-Abilene,18-64 with Disability,Other,Male,43,4,0.09302
2014,2-Abilene,65 and Older,African American,Female,113,25,0.22124
2014,2-Abilene,65 and Older,African American,Male,73,15,0.20548
2014,2-Abilene,65 and Older,African American,Unknown,1,0,0
2014,2-Abilene,65 and Older,Anglo,Female,"1,133",233,0.20565
2014,2-Abilene,65 and Older,Anglo,Male,704,165,0.23438
2014,2-Abilene,65 and Older,Anglo,Unknown,4,0,0
2014,2-Abilene,65 and Older,Asian,Female,6,2,0.33333
2014,2-Abilene,65 and Older,Hispanic,Female,168,33,0.19643
2014,2-Abilene,65 and Older,Hispanic,Male,103,16,0.15534
2014,2-Abilene,65 and Older,Native American,Female,4,0,0
2014,2-Abilene,65 and Older,Native American,Male,2,0,0
2014,2-Abilene,65 and Older,Other,Female,96,11,0.11458
2014,2-Abilene,65 and Older,Other,Male,46,6,0.13043
2014,2-Abilene,65 and Older,Other,Unknown,1,0,0
2014,2-Abilene,Under 18,Anglo,Male,1,1,1
2014,3-Arlington,18-64 with Disability,African American,Female,"1,091",189,0.17324
2014,3-Arlington,18-64 with Disability,African American,Male,762,102,0.13386
2014,3-Arlington,18-64 with Disability,African American,Unknown,7,1,0.14286
2014,3-Arlington,18-64 with Disability,Anglo,Female,"2,039",349,0.17116
2014,3-Arlington,18-64 with Disability,Anglo,Male,"1,512",234,0.15476
2014,3-Arlington,18-64 with Disability,Anglo,Unknown,9,3,0.33333
2014,3-Arlington,18-64 with Disability,Asian,Female,29,5,0.17241
2014,3-Arlington,18-64 with Disability,Asian,Male,24,5,0.20833
2014,3-Arlington,18-64 with Disability,Hispanic,Female,324,40,0.12346
2014,3-Arlington,18-64 with Disability,Hispanic,Male,256,37,0.14453
2014,3-Arlington,18-64 with Disability,Hispanic,Unknown,1,0,0
2014,3-Arlington,18-64 with Disability,Native American,Female,14,2,0.14286
2014,3-Arlington,18-64 with Disability,Native American,Male,3,0,0
2014,3-Arlington,18-64 with Disability,Other,Female,282,27,0.09574
2014,3-Arlington,18-64 with Disability,Other,Male,228,24,0.10526
2014,3-Arlington,18-64 with Disability,Other,Unknown,13,1,0.07692
2014,3-Arlington,65 and Older,African American,Female,"1,188",224,0.18855
2014,3-Arlington,65 and Older,African American,Male,656,101,0.15396
2014,3-Arlington,65 and Older,African American,Unknown,2,0,0
2014,3-Arlington,65 and Older,Anglo,Female,"3,783",621,0.16416
2014,3-Arlington,65 and Older,Anglo,Male,"2,066",319,0.1544
2014,3-Arlington,65 and Older,Anglo,Unknown,11,2,0.18182
2014,3-Arlington,65 and Older,Asian,Female,67,5,0.07463
2014,3-Arlington,65 and Older,Asian,Male,31,4,0.12903
2014,3-Arlington,65 and Older,Asian,Unknown,1,0,0
2014,3-Arlington,65 and Older,Hispanic,Female,457,81,0.17724
2014,3-Arlington,65 and Older,Hispanic,Male,296,36,0.12162
2014,3-Arlington,65 and Older,Hispanic,Unknown,2,1,0.5
2014,3-Arlington,65 and Older,Native American,Female,18,2,0.11111
2014,3-Arlington,65 and Older,Native American,Male,7,2,0.28571
2014,3-Arlington,65 and Older,Other,Female,590,54,0.09153
2014,3-Arlington,65 and Older,Other,Male,322,31,0.09627
2014,3-Arlington,65 and Older,Other,Unknown,8,0,0
2014,3-Arlington,Under 18,African American,Male,2,0,0
2014,3-Arlington,Under 18,Hispanic,Male,1,0,0
2014,3-Arlington,Unknown,Other,Female,2,1,0.5
2014,4-Tyler,18-64 with Disability,African American,Female,302,37,0.12252
2014,4-Tyler,18-64 with Disability,African American,Male,235,37,0.15745
2014,4-Tyler,18-64 with Disability,Anglo,Female,689,101,0.14659
2014,4-Tyler,18-64 with Disability,Anglo,Male,480,63,0.13125
2014,4-Tyler,18-64 with Disability,Anglo,Unknown,1,0,0
2014,4-Tyler,18-64 with Disability,Asian,Female,1,0,0
2014,4-Tyler,18-64 with Disability,Asian,Male,1,0,0
2014,4-Tyler,18-64 with Disability,Hispanic,Female,30,6,0.2
2014,4-Tyler,18-64 with Disability,Hispanic,Male,27,2,0.07407
2014,4-Tyler,18-64 with Disability,Native American,Female,2,0,0
2014,4-Tyler,18-64 with Disability,Native American,Male,2,0,0
2014,4-Tyler,18-64 with Disability,Other,Female,61,4,0.06557
2014,4-Tyler,18-64 with Disability,Other,Male,76,10,0.13158
2014,4-Tyler,65 and Older,African American,Female,404,84,0.20792
2014,4-Tyler,65 and Older,African American,Male,179,18,0.10056
2014,4-Tyler,65 and Older,Anglo,Female,"1,204",194,0.16113
2014,4-Tyler,65 and Older,Anglo,Male,765,122,0.15948
2014,4-Tyler,65 and Older,Anglo,Unknown,4,0,0
2014,4-Tyler,65 and Older,Asian,Female,1,0,0
2014,4-Tyler,65 and Older,Hispanic,Female,29,3,0.10345
2014,4-Tyler,65 and Older,Hispanic,Male,26,8,0.30769
2014,4-Tyler,65 and Older,Native American,Female,6,2,0.33333
2014,4-Tyler,65 and Older,Native American,Male,6,2,0.33333
2014,4-Tyler,65 and Older,Other,Female,137,13,0.09489
2014,4-Tyler,65 and Older,Other,Male,82,6,0.07317
2014,4-Tyler,65 and Older,Other,Unknown,1,0,0
2014,5-Beaumont,18-64 with Disability,African American,Female,345,53,0.15362
2014,5-Beaumont,18-64 with Disability,African American,Male,267,37,0.13858
2014,5-Beaumont,18-64 with Disability,African American,Unknown,1,0,0
2014,5-Beaumont,18-64 with Disability,Anglo,Female,542,75,0.13838
2014,5-Beaumont,18-64 with Disability,Anglo,Male,404,50,0.12376
2014,5-Beaumont,18-64 with Disability,Anglo,Unknown,2,1,0.5
2014,5-Beaumont,18-64 with Disability,Asian,Female,1,0,0
2014,5-Beaumont,18-64 with Disability,Asian,Male,1,1,1
2014,5-Beaumont,18-64 with Disability,Hispanic,Female,35,5,0.14286
2014,5-Beaumont,18-64 with Disability,Hispanic,Male,23,4,0.17391
2014,5-Beaumont,18-64 with Disability,Native American,Female,5,0,0
2014,5-Beaumont,18-64 with Disability,Native American,Male,2,0,0
2014,5-Beaumont,18-64 with Disability,Other,Female,66,5,0.07576
2014,5-Beaumont,18-64 with Disability,Other,Male,55,5,0.09091
2014,5-Beaumont,18-64 with Disability,Other,Unknown,2,0,0
2014,5-Beaumont,65 and Older,African American,Female,401,72,0.17955
2014,5-Beaumont,65 and Older,African American,Male,224,42,0.1875
2014,5-Beaumont,65 and Older,African American,Unknown,2,0,0
2014,5-Beaumont,65 and Older,Anglo,Female,895,139,0.15531
2014,5-Beaumont,65 and Older,Anglo,Male,490,71,0.1449
2014,5-Beaumont,65 and Older,Anglo,Unknown,2,0,0
2014,5-Beaumont,65 and Older,Asian,Female,1,1,1
2014,5-Beaumont,65 and Older,Asian,Male,1,0,0
2014,5-Beaumont,65 and Older,Hispanic,Female,27,8,0.2963
2014,5-Beaumont,65 and Older,Hispanic,Male,11,0,0
2014,5-Beaumont,65 and Older,Native American,Female,2,0,0
2014,5-Beaumont,65 and Older,Native American,Male,1,0,0
2014,5-Beaumont,65 and Older,Other,Female,137,13,0.09489
2014,5-Beaumont,65 and Older,Other,Male,82,9,0.10976
2014,5-Beaumont,65 and Older,Other,Unknown,2,0,0
2014,5-Beaumont,Under 18,African American,Male,1,0,0
2014,5-Beaumont,Under 18,Anglo,Female,1,0,0
2014,6-Houston,18-64 with Disability,African American,Female,"1,384",206,0.14884
2014,6-Houston,18-64 with Disability,African American,Male,969,125,0.129
2014,6-Houston,18-64 with Disability,African American,Unknown,6,1,0.16667
2014,6-Houston,18-64 with Disability,Anglo,Female,"1,412",222,0.15722
2014,6-Houston,18-64 with Disability,Anglo,Male,"1,061",148,0.13949
2014,6-Houston,18-64 with Disability,Anglo,Unknown,11,1,0.09091
2014,6-Houston,18-64 with Disability,Asian,Female,41,2,0.04878
2014,6-Houston,18-64 with Disability,Asian,Male,36,4,0.11111
2014,6-Houston,18-64 with Disability,Hispanic,Female,416,45,0.10817
2014,6-Houston,18-64 with Disability,Hispanic,Male,364,44,0.12088
2014,6-Houston,18-64 with Disability,Hispanic,Unknown,4,0,0
2014,6-Houston,18-64 with Disability,Native American,Female,17,3,0.17647
2014,6-Houston,18-64 with Disability,Native American,Male,9,0,0
2014,6-Houston,18-64 with Disability,Other,Female,214,17,0.07944
2014,6-Houston,18-64 with Disability,Other,Male,208,20,0.09615
2014,6-Houston,18-64 with Disability,Other,Unknown,13,2,0.15385
2014,6-Houston,65 and Older,African American,Female,"1,748",287,0.16419
2014,6-Houston,65 and Older,African American,Male,849,139,0.16372
2014,6-Houston,65 and Older,African American,Unknown,7,1,0.14286
2014,6-Houston,65 and Older,Anglo,Female,"2,507",387,0.15437
2014,6-Houston,65 and Older,Anglo,Male,"1,464",217,0.14822
2014,6-Houston,65 and Older,Anglo,Unknown,13,2,0.15385
2014,6-Houston,65 and Older,Asian,Female,79,5,0.06329
2014,6-Houston,65 and Older,Asian,Male,43,4,0.09302
2014,6-Houston,65 and Older,Hispanic,Female,690,92,0.13333
2014,6-Houston,65 and Older,Hispanic,Male,411,70,0.17032
2014,6-Houston,65 and Older,Hispanic,Unknown,4,2,0.5
2014,6-Houston,65 and Older,Native American,Female,7,2,0.28571
2014,6-Houston,65 and Older,Native American,Male,7,1,0.14286
2014,6-Houston,65 and Older,Other,Female,504,49,0.09722
2014,6-Houston,65 and Older,Other,Male,319,20,0.0627
2014,6-Houston,65 and Older,Other,Unknown,15,2,0.13333
2014,6-Houston,Under 18,African American,Female,1,0,0
2014,6-Houston,Under 18,African American,Male,2,0,0
2014,6-Houston,Under 18,Anglo,Female,1,0,0
2014,6-Houston,Unknown,African American,Female,1,0,0
2014,6-Houston,Unknown,Anglo,Male,1,0,0
2014,7-Austin,18-64 with Disability,African American,Female,491,67,0.13646
2014,7-Austin,18-64 with Disability,African American,Male,371,59,0.15903
2014,7-Austin,18-64 with Disability,African American,Unknown,3,0,0
2014,7-Austin,18-64 with Disability,Anglo,Female,"1,117",204,0.18263
2014,7-Austin,18-64 with Disability,Anglo,Male,862,137,0.15893
2014,7-Austin,18-64 with Disability,Anglo,Unknown,2,0,0
2014,7-Austin,18-64 with Disability,Asian,Female,21,1,0.04762
2014,7-Austin,18-64 with Disability,Asian,Male,14,1,0.07143
2014,7-Austin,18-64 with Disability,Hispanic,Female,299,47,0.15719
2014,7-Austin,18-64 with Disability,Hispanic,Male,246,41,0.16667
2014,7-Austin,18-64 with Disability,Hispanic,Unknown,1,0,0
2014,7-Austin,18-64 with Disability,Native American,Female,8,2,0.25
2014,7-Austin,18-64 with Disability,Native American,Male,4,0,0
2014,7-Austin,18-64 with Disability,Other,Female,109,11,0.10092
2014,7-Austin,18-64 with Disability,Other,Male,105,7,0.06667
2014,7-Austin,18-64 with Disability,Other,Unknown,2,0,0
2014,7-Austin,65 and Older,African American,Female,439,80,0.18223
2014,7-Austin,65 and Older,African American,Male,262,44,0.16794
2014,7-Austin,65 and Older,African American,Unknown,3,0,0
2014,7-Austin,65 and Older,Anglo,Female,"1,855",333,0.17951
2014,7-Austin,65 and Older,Anglo,Male,"1,140",187,0.16404
2014,7-Austin,65 and Older,Anglo,Unknown,6,1,0.16667
2014,7-Austin,65 and Older,Asian,Female,29,1,0.03448
2014,7-Austin,65 and Older,Asian,Male,3,0,0
2014,7-Austin,65 and Older,Hispanic,Female,373,76,0.20375
2014,7-Austin,65 and Older,Hispanic,Male,202,32,0.15842
2014,7-Austin,65 and Older,Hispanic,Unknown,1,0,0
2014,7-Austin,65 and Older,Native American,Female,5,0,0
2014,7-Austin,65 and Older,Native American,Male,5,0,0
2014,7-Austin,65 and Older,Other,Female,225,23,0.10222
2014,7-Austin,65 and Older,Other,Male,150,16,0.10667
2014,7-Austin,65 and Older,Other,Unknown,11,1,0.09091
2014,7-Austin,Under 18,Hispanic,Female,1,0,0
2014,7-Austin,Unknown,Other,Male,1,1,1
2014,8-San Antonio,18-64 with Disability,African American,Female,270,41,0.15185
2014,8-San Antonio,18-64 with Disability,African American,Male,172,22,0.12791
2014,8-San Antonio,18-64 with Disability,Anglo,Female,765,123,0.16078
2014,8-San Antonio,18-64 with Disability,Anglo,Male,580,88,0.15172
2014,8-San Antonio,18-64 with Disability,Anglo,Unknown,3,0,0
2014,8-San Antonio,18-64 with Disability,Asian,Female,9,1,0.11111
2014,8-San Antonio,18-64 with Disability,Asian,Male,5,0,0
2014,8-San Antonio,18-64 with Disability,Hispanic,Female,878,119,0.13554
2014,8-San Antonio,18-64 with Disability,Hispanic,Male,778,97,0.12468
2014,8-San Antonio,18-64 with Disability,Hispanic,Unknown,3,0,0
2014,8-San Antonio,18-64 with Disability,Native American,Female,9,4,0.44444
2014,8-San Antonio,18-64 with Disability,Native American,Male,4,1,0.25
2014,8-San Antonio,18-64 with Disability,Other,Female,111,14,0.12613
2014,8-San Antonio,18-64 with Disability,Other,Male,115,8,0.06957
2014,8-San Antonio,18-64 with Disability,Other,Unknown,6,0,0
2014,8-San Antonio,65 and Older,African American,Female,275,56,0.20364
2014,8-San Antonio,65 and Older,African American,Male,171,33,0.19298
2014,8-San Antonio,65 and Older,African American,Unknown,1,0,0
2014,8-San Antonio,65 and Older,Anglo,Female,"1,366",251,0.18375
2014,8-San Antonio,65 and Older,Anglo,Male,860,143,0.16628
2014,8-San Antonio,65 and Older,Anglo,Unknown,4,0,0
2014,8-San Antonio,65 and Older,Asian,Female,38,6,0.15789
2014,8-San Antonio,65 and Older,Asian,Male,10,3,0.3
2014,8-San Antonio,65 and Older,Hispanic,Female,"1,656",268,0.16184
2014,8-San Antonio,65 and Older,Hispanic,Male,879,131,0.14903
2014,8-San Antonio,65 and Older,Hispanic,Unknown,6,0,0
2014,8-San Antonio,65 and Older,Native American,Female,6,3,0.5
2014,8-San Antonio,65 and Older,Native American,Male,3,0,0
2014,8-San Antonio,65 and Older,Other,Female,292,24,0.08219
2014,8-San Antonio,65 and Older,Other,Male,170,17,0.1
2014,8-San Antonio,65 and Older,Other,Unknown,1,0,0
2014,8-San Antonio,Under 18,Hispanic,Male,2,0,0
2014,8-San Antonio,Unknown,Other,Female,1,0,0
2014,8-San Antonio,Unknown,Unknown,Unknown,1,0,0
2014,9-Midland,18-64 with Disability,African American,Female,76,19,0.25
2014,9-Midland,18-64 with Disability,African American,Male,52,10,0.19231
2014,9-Midland,18-64 with Disability,Anglo,Female,313,61,0.19489
2014,9-Midland,18-64 with Disability,Anglo,Male,280,50,0.17857
2014,9-Midland,18-64 with Disability,Anglo,Unknown,1,0,0
2014,9-Midland,18-64 with Disability,Hispanic,Female,183,30,0.16393
2014,9-Midland,18-64 with Disability,Hispanic,Male,163,20,0.1227
2014,9-Midland,18-64 with Disability,Native American,Female,1,0,0
2014,9-Midland,18-64 with Disability,Native American,Male,1,0,0
2014,9-Midland,18-64 with Disability,Other,Female,30,4,0.13333
2014,9-Midland,18-64 with Disability,Other,Male,23,3,0.13043
2014,9-Midland,18-64 with Disability,Other,Unknown,1,0,0
2014,9-Midland,65 and Older,African American,Female,80,17,0.2125
2014,9-Midland,65 and Older,African American,Male,34,4,0.11765
2014,9-Midland,65 and Older,Anglo,Female,456,65,0.14254
2014,9-Midland,65 and Older,Anglo,Male,325,72,0.22154
2014,9-Midland,65 and Older,Anglo,Unknown,1,0,0
2014,9-Midland,65 and Older,Asian,Female,3,0,0
2014,9-Midland,65 and Older,Hispanic,Female,221,38,0.17195
2014,9-Midland,65 and Older,Hispanic,Male,187,32,0.17112
2014,9-Midland,65 and Older,Native American,Female,1,0,0
2014,9-Midland,65 and Older,Native American,Male,1,0,0
2014,9-Midland,65 and Older,Other,Female,41,6,0.14634
2014,9-Midland,65 and Older,Other,Male,34,2,0.05882
2014,9-Midland,65 and Older,Other,Unknown,1,0,0
2014,9-Midland,Under 18,Anglo,Female,1,0,0
2014,10-El Paso,18-64 with Disability,African American,Female,22,6,0.27273
2014,10-El Paso,18-64 with Disability,African American,Male,21,3,0.14286
2014,10-El Paso,18-64 with Disability,Anglo,Female,84,13,0.15476
2014,10-El Paso,18-64 with Disability,Anglo,Male,93,15,0.16129
2014,10-El Paso,18-64 with Disability,Asian,Female,4,0,0
2014,10-El Paso,18-64 with Disability,Asian,Male,1,1,1
2014,10-El Paso,18-64 with Disability,Hispanic,Female,346,53,0.15318
2014,10-El Paso,18-64 with Disability,Hispanic,Male,295,47,0.15932
2014,10-El Paso,18-64 with Disability,Hispanic,Unknown,1,1,1
2014,10-El Paso,18-64 with Disability,Native American,Female,1,0,0
2014,10-El Paso,18-64 with Disability,Native American,Male,2,0,0
2014,10-El Paso,18-64 with Disability,Other,Female,27,3,0.11111
2014,10-El Paso,18-64 with Disability,Other,Male,25,3,0.12
2014,10-El Paso,18-64 with Disability,Other,Unknown,1,0,0
2014,10-El Paso,65 and Older,African American,Female,27,3,0.11111
2014,10-El Paso,65 and Older,African American,Male,22,0,0
2014,10-El Paso,65 and Older,Anglo,Female,226,44,0.19469
2014,10-El Paso,65 and Older,Anglo,Male,150,21,0.14
2014,10-El Paso,65 and Older,Anglo,Unknown,2,0,0
2014,10-El Paso,65 and Older,Asian,Female,9,2,0.22222
2014,10-El Paso,65 and Older,Hispanic,Female,833,110,0.13205
2014,10-El Paso,65 and Older,Hispanic,Male,511,76,0.14873
2014,10-El Paso,65 and Older,Hispanic,Unknown,4,0,0
2014,10-El Paso,65 and Older,Native American,Female,1,0,0
2014,10-El Paso,65 and Older,Native American,Male,2,0,0
2014,10-El Paso,65 and Older,Other,Female,66,4,0.06061
2014,10-El Paso,65 and Older,Other,Male,45,2,0.04444
2014,10-El Paso,65 and Older,Other,Unknown,1,0,0
2014,11-Edinburg,18-64 with Disability,African American,Female,38,8,0.21053
2014,11-Edinburg,18-64 with Disability,African American,Male,35,7,0.2
2014,11-Edinburg,18-64 with Disability,Anglo,Female,325,59,0.18154
2014,11-Edinburg,18-64 with Disability,Anglo,Male,271,47,0.17343
2014,11-Edinburg,18-64 with Disability,Anglo,Unknown,2,0,0
2014,11-Edinburg,18-64 with Disability,Asian,Female,3,0,0
2014,11-Edinburg,18-64 with Disability,Asian,Male,1,0,0
2014,11-Edinburg,18-64 with Disability,Hispanic,Female,969,138,0.14241
2014,11-Edinburg,18-64 with Disability,Hispanic,Male,951,148,0.15563
2014,11-Edinburg,18-64 with Disability,Hispanic,Unknown,7,0,0
2014,11-Edinburg,18-64 with Disability,Native American,Male,2,0,0
2014,11-Edinburg,18-64 with Disability,Other,Female,55,2,0.03636
2014,11-Edinburg,18-64 with Disability,Other,Male,78,7,0.08974
2014,11-Edinburg,18-64 with Disability,Other,Unknown,1,0,0
2014,11-Edinburg,65 and Older,African American,Female,38,5,0.13158
2014,11-Edinburg,65 and Older,African American,Male,44,9,0.20455
2014,11-Edinburg,65 and Older,Anglo,Female,554,110,0.19856
2014,11-Edinburg,65 and Older,Anglo,Male,433,77,0.17783
2014,11-Edinburg,65 and Older,Anglo,Unknown,1,0,0
2014,11-Edinburg,65 and Older,Asian,Female,8,2,0.25
2014,11-Edinburg,65 and Older,Asian,Male,1,1,1
2014,11-Edinburg,65 and Older,Hispanic,Female,"1,823",257,0.14098
2014,11-Edinburg,65 and Older,Hispanic,Male,"1,305",168,0.12874
2014,11-Edinburg,65 and Older,Hispanic,Unknown,9,0,0
2014,11-Edinburg,65 and Older,Native American,Female,4,0,0
2014,11-Edinburg,65 and Older,Native American,Male,1,0,0
2014,11-Edinburg,65 and Older,Other,Female,128,9,0.07031
2014,11-Edinburg,65 and Older,Other,Male,109,7,0.06422
2014,11-Edinburg,65 and Older,Other,Unknown,2,0,0
2014,11-Edinburg,Under 18,Anglo,Female,1,0,0
2014,11-Edinburg,Under 18,Hispanic,Female,2,0,0
2014,11-Edinburg,Under 18,Hispanic,Male,1,0,0
2014,Out of State,18-64 with Disability,African American,Female,1,0,0
2014,Out of State,18-64 with Disability,Anglo,Female,2,1,0.5
2014,Out of State,18-64 with Disability,Anglo,Male,8,0,0
2014,Out of State,18-64 with Disability,Hispanic,Female,1,0,0
2014,Out of State,18-64 with Disability,Hispanic,Male,1,0,0
2014,Out of State,18-64 with Disability,Other,Female,1,0,0
2014,Out of State,65 and Older,African American,Female,1,0,0
2014,Out of State,65 and Older,African American,Male,2,0,0
2014,Out of State,65 and Older,Anglo,Female,9,2,0.22222
2014,Out of State,65 and Older,Anglo,Male,17,1,0.05882
2014,Out of State,65 and Older,Hispanic,Female,2,0,0
2014,Out of State,65 and Older,Hispanic,Male,1,0,0
2014,Out of State,65 and Older,Other,Female,4,1,0.25
2014,Out of State,65 and Older,Other,Male,3,0,0
2014,None Specified,18-64 with Disability,Hispanic,Male,1,1,1
2014,None Specified,65 and Older,Anglo,Female,1,0,0
2013,1-Lubbock,18-64 with Disability,African American,Female,204,64,0.31373
2013,1-Lubbock,18-64 with Disability,African American,Male,145,37,0.25517
2013,1-Lubbock,18-64 with Disability,African American,Unknown,1,0,0
2013,1-Lubbock,18-64 with Disability,Anglo,Female,449,90,0.20045
2013,1-Lubbock,18-64 with Disability,Anglo,Male,346,64,0.18497
2013,1-Lubbock,18-64 with Disability,Asian,Male,2,0,0
2013,1-Lubbock,18-64 with Disability,Hispanic,Female,258,54,0.2093
2013,1-Lubbock,18-64 with Disability,Hispanic,Male,228,45,0.19737
2013,1-Lubbock,18-64 with Disability,Hispanic,Unknown,1,0,0
2013,1-Lubbock,18-64 with Disability,Native American,Female,9,3,0.33333
2013,1-Lubbock,18-64 with Disability,Native American,Male,2,0,0
2013,1-Lubbock,18-64 with Disability,Other,Female,34,5,0.14706
2013,1-Lubbock,18-64 with Disability,Other,Male,30,6,0.2
2013,1-Lubbock,65 and Older,African American,Female,164,39,0.2378
2013,1-Lubbock,65 and Older,African American,Male,102,20,0.19608
2013,1-Lubbock,65 and Older,Anglo,Female,667,132,0.1979
2013,1-Lubbock,65 and Older,Anglo,Male,445,58,0.13034
2013,1-Lubbock,65 and Older,Asian,Female,5,1,0.2
2013,1-Lubbock,65 and Older,Asian,Male,4,0,0
2013,1-Lubbock,65 and Older,Hispanic,Female,375,67,0.17867
2013,1-Lubbock,65 and Older,Hispanic,Male,232,45,0.19397
2013,1-Lubbock,65 and Older,Hispanic,Unknown,1,0,0
2013,1-Lubbock,65 and Older,Native American,Female,3,1,0.33333
2013,1-Lubbock,65 and Older,Other,Female,65,5,0.07692
2013,1-Lubbock,65 and Older,Other,Male,59,4,0.0678
2013,1-Lubbock,65 and Older,Other,Unknown,1,0,0
2013,1-Lubbock,Unknown,Anglo,Male,1,0,0
2013,1-Lubbock,Unknown,Other,Male,1,0,0
2013,2-Abilene,18-64 with Disability,African American,Female,123,27,0.21951
2013,2-Abilene,18-64 with Disability,African American,Male,70,13,0.18571
2013,2-Abilene,18-64 with Disability,Anglo,Female,623,124,0.19904
2013,2-Abilene,18-64 with Disability,Anglo,Male,478,86,0.17992
2013,2-Abilene,18-64 with Disability,Asian,Female,3,0,0
2013,2-Abilene,18-64 with Disability,Asian,Male,1,0,0
2013,2-Abilene,18-64 with Disability,Hispanic,Female,92,22,0.23913
2013,2-Abilene,18-64 with Disability,Hispanic,Male,104,23,0.22115
2013,2-Abilene,18-64 with Disability,Hispanic,Unknown,1,1,1
2013,2-Abilene,18-64 with Disability,Native American,Female,4,1,0.25
2013,2-Abilene,18-64 with Disability,Native American,Male,3,1,0.33333
2013,2-Abilene,18-64 with Disability,Other,Female,41,4,0.09756
2013,2-Abilene,18-64 with Disability,Other,Male,37,0,0
2013,2-Abilene,18-64 with Disability,Other,Unknown,1,0,0
2013,2-Abilene,65 and Older,African American,Female,110,22,0.2
2013,2-Abilene,65 and Older,African American,Male,59,14,0.23729
2013,2-Abilene,65 and Older,Anglo,Female,986,201,0.20385
2013,2-Abilene,65 and Older,Anglo,Male,587,121,0.20613
2013,2-Abilene,65 and Older,Anglo,Unknown,2,0,0
2013,2-Abilene,65 and Older,Asian,Female,4,3,0.75
2013,2-Abilene,65 and Older,Hispanic,Female,142,22,0.15493
